n_observations,bayesian_0_mse,bayesian_0_mae,bayesian_0_rmse,bayesian_0_correlation,bayesian_0_covariance,bayesian_adaptive_search_binary_1_mse,bayesian_adaptive_search_binary_1_mae,bayesian_adaptive_search_binary_1_rmse,bayesian_adaptive_search_binary_1_correlation,bayesian_adaptive_search_binary_1_covariance,logistic_normal_mcmc_2_mse,logistic_normal_mcmc_2_mae,logistic_normal_mcmc_2_rmse,logistic_normal_mcmc_2_correlation,logistic_normal_mcmc_2_covariance,dirichlet_3_mse,dirichlet_3_mae,dirichlet_3_rmse,dirichlet_3_correlation,dirichlet_3_covariance,spatial_4_mse,spatial_4_mae,spatial_4_rmse,spatial_4_correlation,spatial_4_covariance
100,0.1660256070193406,0.30818603750543205,0.40746239951600516,0.4858570437302608,2.0355671372942395e-06,0.11265336281737058,0.26405223331246547,0.33563873855288306,0.387883376461787,6.21045256810313e-07,0.1257631519253269,0.29037681331210496,0.3546310081272179,0.5864331752257644,2.3381334666916377e-06,0.2917390249163755,0.405499315973371,0.5401287114349463,0.23324999399726046,1.1163158252822211e-06,1.8038236286692493,1.0489731122443666,1.3430650128230015,0.2436550902220899,3.27244262889097e-06
250,0.08107995842767984,0.22703889987070144,0.2847454274043393,0.706363021813029,2.5966288945938466e-06,0.08287234952658355,0.23106105382420214,0.28787557994137597,0.6283837981114553,1.054809804773471e-06,0.08369934771824873,0.2232244951644951,0.2893083955198133,0.6725262134530151,2.2915256607675803e-06,0.2711623483806899,0.40960924705319324,0.5207325113536603,0.41656984719761886,2.238505128954765e-06,0.7280182433224478,0.6843926386702688,0.8532398509929361,0.43124966754199306,3.950852538474265e-06
500,0.07702685956704022,0.22103213630901056,0.2775371318707467,0.6579510359894795,1.8257236959003537e-06,0.08768372058991876,0.23636692820642943,0.2961143707926361,0.626370626864775,8.552696002959358e-07,0.06719078538060663,0.2028339799415222,0.2592118542439883,0.7053107315577392,1.5476335032353546e-06,0.22168149375948398,0.3577295195037276,0.4708306423327649,0.4279735808936157,2.046583138239333e-06,0.33597485186608633,0.4374945960072434,0.5796333771152989,0.44992090271510043,2.8097658216166846e-06
750,0.06186379932857918,0.19762752626414798,0.248724344061009,0.7458928176724655,2.378318890069662e-06,0.08202757137707672,0.22709934145498503,0.2864045589320755,0.6321480955160617,1.0818971905271952e-06,0.057991957398747095,0.18719313467193585,0.24081519345495436,0.7486586961487995,1.9480603918826554e-06,0.16912158904017063,0.3202212237611645,0.41124395319587453,0.572008594086059,2.725788816910605e-06,0.21294732758007676,0.36607131801092596,0.46146216267433754,0.6046131950195283,3.3965133466883154e-06
1000,0.058475132072386325,0.18256531041132307,0.24181631887113475,0.7634855380226083,2.488995789903389e-06,0.07221216600819741,0.21068973660185647,0.268723214494389,0.6948718433045367,1.2753253121035365e-06,0.06030841893901,0.1858115254508124,0.24557772484288962,0.7395785430750027,2.0949515321508093e-06,0.13148662023987265,0.28827360904788396,0.3626108385581885,0.6321768524342799,2.8103393675428094e-06,0.16001850240970758,0.32043399587377325,0.40002312734354195,0.6526257175101767,3.3385731681922665e-06
1500,0.05646832658781959,0.18470438113499735,0.23763065161678867,0.7971241685202527,2.9462066275160526e-06,0.06343917991850115,0.19723885937592558,0.2518713558912588,0.7314769921045314,1.5595055093147401e-06,0.05573407004632797,0.18696328007201862,0.23608064309961538,0.7685367635390049,2.391425758917012e-06,0.11266265481596303,0.2602139673073224,0.3356525805292774,0.7027396251201103,3.2002560310346288e-06,0.12391863422987233,0.2723206970405802,0.35202078664458486,0.7243931363233347,3.587503998315201e-06
2000,0.041990029797676215,0.16010301492154777,0.20491468907249236,0.8404278993023789,2.953188276278455e-06,0.04880519839716848,0.16501780529658278,0.22091898604956633,0.8049087442823075,1.9037346949913654e-06,0.051791325055605346,0.16403480057152942,0.22757707497813867,0.779417077360469,2.167639262619115e-06,0.07820313150821513,0.21777616607074032,0.27964822815139584,0.7587677010011393,3.1259426786906944e-06,0.08502222520213412,0.22719105968553074,0.291585708158226,0.7690767857051906,3.4002258847244367e-06
2500,0.051744389063589066,0.1697162224301756,0.22747393051422193,0.7995172969396092,2.751922572225255e-06,0.06324215813226021,0.1981190979467026,0.25147993584431383,0.725184330734652,1.6667514627919807e-06,0.05575017061294517,0.18372258728744378,0.23611474035507646,0.7606109786178403,2.1290534587726046e-06,0.08056060009917979,0.2246595541610872,0.2838319927336941,0.73881452058038,2.9530236584389613e-06,0.07995876778946784,0.2210925983251334,0.2827698141412337,0.7585566604667987,3.166000172474606e-06
3000,0.036844259333702986,0.1507076505314578,0.19194858513076615,0.8642374224251876,3.124434157580394e-06,0.047295942406569036,0.1704646198472747,0.21747630309201285,0.8113670864310113,1.948352307664158e-06,0.045657299537370195,0.16783535958006554,0.21367568775452717,0.8087578263924706,2.3445679697000733e-06,0.05553295451363604,0.19003782028062416,0.23565431146837953,0.8319205473952173,3.423943841071782e-06,0.054890381211445766,0.18574066223651509,0.2342869633834665,0.8463163786290326,3.608274053381045e-06
3500,0.029527325056487516,0.13436108135838923,0.17183516827613465,0.89558546407132,3.333751012164721e-06,0.03668458635799772,0.14808694482269352,0.19153220710365587,0.8501517362379499,2.459195627331943e-06,0.045416105607595195,0.15889529824937978,0.2131105478562598,0.8140053556991792,2.572463065889548e-06,0.042924464888835175,0.16259644075688032,0.20718220215268293,0.8746983406330944,3.62263416518886e-06,0.04297045164714285,0.1598010725488088,0.20729315388392075,0.8852173443480258,3.7921570293834456e-06
