n_observations,bayesian_mse,bayesian_mae,bayesian_rmse,bayesian_correlation,bayesian_covariance,dirichlet_mse,dirichlet_mae,dirichlet_rmse,dirichlet_correlation,dirichlet_covariance,spatial_mse,spatial_mae,spatial_rmse,spatial_correlation,spatial_covariance
100,0.19019812607543693,0.35025953479377464,0.4361171013333884,0.36293895477895555,3.571554715576284e-07,0.25070014255070355,0.406149971641342,0.5006996530363323,0.19726947239004622,2.0213352193853743e-07,3.1838362664949713,1.3100080027341103,1.7843307615167574,0.2150437046618919,9.49864614294824e-07
250,0.11988821246777515,0.25705603742683686,0.34624877251446706,0.5406591696356291,4.6983330245471024e-07,0.2810958440084779,0.4066278032686124,0.5301847263062922,0.27876873021107873,3.3743320788323943e-07,1.1708430621601682,0.8235776920640867,1.082055018083724,0.30219728696019993,8.292760718816437e-07
500,0.08439654500835525,0.23258390290004122,0.29051083457997784,0.6368485741829539,4.7573585952974045e-07,0.24443942312313877,0.40363995334197184,0.49440815438576535,0.37993686122698767,4.60042249561613e-07,0.5092617361730319,0.581175327271072,0.7136257675932337,0.41607755533452734,7.884586582043318e-07
750,0.08281755624177713,0.22839504021523527,0.28778039586076243,0.6947672949696192,6.269297344066723e-07,0.2169221859326457,0.36476640370590985,0.4657490589712938,0.508087543220235,6.506518489061669e-07,0.3697470479110978,0.47222408850063813,0.6080682921441455,0.550762391945604,9.683244856390062e-07
1000,0.07741131618707303,0.21748254989045332,0.27822889171880233,0.6828988973300931,5.482098606918744e-07,0.22567588294466243,0.37361025153830624,0.4750535579749534,0.46468672635960173,5.825243965691337e-07,0.3011387490567894,0.42932399845737074,0.5487611038118403,0.5094331588666041,7.83525502785198e-07
1500,0.058413544135813934,0.1915859020190304,0.2416889408636935,0.7642965844823006,6.236506469023237e-07,0.1858698894805668,0.3411814530465835,0.4311263033967735,0.5473615221556071,6.677977184742027e-07,0.2121531802360016,0.36208246833172214,0.46060089039862007,0.5986805413641675,8.316859102410917e-07
2000,0.060516464766833304,0.18676347129125104,0.24600094464622144,0.7584505303354241,6.283807221612247e-07,0.14976154370950262,0.30252038837525014,0.386990366429841,0.6223050775508835,7.351875680048766e-07,0.15130443547526873,0.30426798465793947,0.3889787082544091,0.6734524246407756,8.566054274092284e-07
2500,0.051261709439737575,0.1746433202826058,0.2264104888023909,0.8020553761448554,6.910301309125112e-07,0.11672861286831789,0.2689729492752424,0.3416556934522208,0.6867112497390969,7.742202142683191e-07,0.11595877669516395,0.26820397263609336,0.34052720404567377,0.7291639742895559,8.772925114878429e-07
3000,0.041608755704659134,0.15667932759460906,0.2039822436013957,0.8422927283830367,7.399843510474884e-07,0.09871314567309547,0.2506679781893237,0.31418648232076357,0.7316679838796931,8.123670798609987e-07,0.09659799759280879,0.23916023528727154,0.3108021840219415,0.7695255576042616,9.049479204197715e-07
3500,0.040427854093178936,0.15673622988816888,0.2010667901299937,0.8397886248481917,6.996802136405064e-07,0.09434119235269572,0.24494896721362666,0.30715011371102524,0.7234765956760852,7.700548064253657e-07,0.08318075861305822,0.2281449655307929,0.28841074635501746,0.7699001478089199,8.400665592838619e-07
5000,0.03504521137094949,0.1443545704958823,0.18720366281392437,0.8662523757601198,7.55702693205993e-07,0.06622541890585293,0.2015168681299742,0.25734299855611564,0.8079776920611453,8.52547936811134e-07,0.057532516841366566,0.18413313144917326,0.23985936888386614,0.8409830628190107,9.007364482089264e-07
7500,0.02887753590401444,0.131272256195285,0.16993391628516785,0.8896370026653554,7.749219724486194e-07,0.05036380437596949,0.17835499269859023,0.22441881466572602,0.8443112483149849,8.541629722533769e-07,0.041274281090270586,0.16029406576228797,0.2031607272340562,0.8731791236241256,8.800202101838907e-07
10000,0.024988932140703125,0.12331496402346223,0.1580788794896495,0.9041716137106601,7.845597143138518e-07,0.03216808806411441,0.1428668423975689,0.17935464327447564,0.8903320865123048,8.456578890542251e-07,0.02550688703802966,0.1246311955733305,0.15970875692343756,0.9121377929409213,8.582352910457743e-07
15000,0.020758403507761487,0.11338913957110218,0.14407776895746785,0.9200626843736912,7.941785625585405e-07,0.025543089900069697,0.1250970809611837,0.1598220569886075,0.9125011022078895,8.611984059528208e-07,0.020046880644219753,0.11027895805763055,0.141587007328426,0.9303853159373284,8.685446238957918e-07
20000,0.018589426088485822,0.1050472212359945,0.13634304561834396,0.9274378576879811,7.829017152101889e-07,0.017176915936028023,0.1030312406994747,0.13106073376884483,0.9370304022829044,8.458832240309634e-07,0.01381341491229749,0.09227113607757556,0.11753048503387319,0.9486577635086126,8.473933236831626e-07
