test_id,timestamp,n_points,n_observations,lengthscale,variance,jitter,mcmc_samples,mcmc_burn,mcmc_scale,mcmc_seed,bayesian_mse,bayesian_mae,bayesian_rmse,bayesian_correlation,bayesian_covariance,dirichlet_mse,dirichlet_mae,dirichlet_rmse,dirichlet_correlation,dirichlet_covariance,gp_mse,gp_mae,gp_rmse,gp_correlation,gp_covariance,spatial_mse,spatial_mae,spatial_rmse,spatial_correlation,spatial_covariance,mse_diff,mae_diff,correlation_diff,better_model_mse,better_model_mae,bayesian_better_count,dirichlet_better_count,gp_better_count,spatial_better_count,equal_count,wilcoxon_pvalue,test_duration_seconds
test_0016_20251113_230151,2025-11-13 23:01:51,194,1000,1000,1.0,1e-06,6000,2500,6.0,42,2.344991642251243e-06,0.0012653406486366,0.0015313365542072,0.62665195195292,1.932062362133074e-06,3.482726473602753e-06,0.0013864591261887,0.0018662064391708,0.6152357917575936,2.6559101227980265e-06,4.697290549719407e-06,0.0016008601141219,0.0021673233606731,0.6152357917524657,3.171156686598428e-06,4.192098099117548e-06,0.0015019057461083,0.0020474613791516,0.6342264182780581,3.145522901763166e-06,-1.1377348313515095e-06,-0.000121118477552,0.0114161601953264,Bayesian,Bayesian,93,51,24,26,0,0.6973752920183081,6.657666
test_0017_20251113_230157,2025-11-13 23:01:57,194,1000,1000,1.0,1e-06,6000,2500,6.0,42,2.0176751800462704e-06,0.0011113355321892,0.0014204489360924,0.702219080935667,2.386087363688873e-06,3.44942582729482e-06,0.0014576513693788,0.0018572629935727,0.6911440569201616,3.3377439287552022e-06,4.964062241257923e-06,0.0017402517042753,0.0022280175585614,0.6911440569220395,3.9852662509440775e-06,4.2665574845132845e-06,0.001595930769328,0.0020655646890168,0.7132106762438687,3.933086970344425e-06,-1.4317506472485498e-06,-0.0003463158371896,0.0110750240155054,Bayesian,Bayesian,107,43,18,26,0,0.0002310358772337,3.3286
test_0018_20251113_230201,2025-11-13 23:02:01,194,1000,1000,1.0,1e-06,6000,2500,6.0,42,1.5108433781830504e-06,0.0010003811975565,0.0012291636905567,0.7623942351941098,2.345657405664876e-06,3.291827712408291e-06,0.001397264579769,0.0018143394700023,0.6689977192578196,3.0426069392025728e-06,4.603360778827336e-06,0.0016792898131921,0.0021455444015045,0.668997719312818,3.632872685917836e-06,3.917721998445237e-06,0.0015330154122545,0.0019793236214538,0.6937221091779584,3.5871625672614354e-06,-1.7809843342252408e-06,-0.0003968833822124,0.0933965159362901,Bayesian,Bayesian,108,49,13,24,0,0.0003066443687568,2.790936
test_0019_20251113_230206,2025-11-13 23:02:06,194,1000,1000,1.0,1e-06,6000,2500,6.0,42,1.789128859623246e-06,0.0010677858812514,0.0013375832159619,0.7429915882339124,2.5992635768877022e-06,3.4923449973603105e-06,0.0014711120219302,0.0018687816879882,0.6523967852750799,2.992710575795534e-06,4.866229003352408e-06,0.0017444811517989,0.0022059530827631,0.6523967852678928,3.573296427425376e-06,4.303986989316669e-06,0.0016368937302321,0.0020746052610838,0.6720589815316582,3.543276915991958e-06,-1.7032161377370646e-06,-0.0004033261406787,0.0905948029588324,Bayesian,Bayesian,113,42,15,24,0,3.0941881137440085e-05,2.872974
test_0020_20251113_230211,2025-11-13 23:02:11,194,1000,1000,1.0,1e-06,6000,2500,6.0,42,2.606962440003828e-06,0.0012574623318313,0.0016146090672369,0.639769224941809,2.3239645065304543e-06,3.642913183673257e-06,0.0014683540698863,0.0019086417117084,0.6273305489693345,2.8407137787668443e-06,5.010831538491628e-06,0.0017111908479034,0.002238488672853,0.6273305489694906,3.391812251869962e-06,4.531966613255458e-06,0.0016206938571675,0.0021288416130035,0.6444635061667162,3.374261367781172e-06,-1.0359507436694297e-06,-0.0002108917380549,0.0124386759724745,Bayesian,Bayesian,97,47,19,31,0,0.0650784410737168,2.857318
test_0021_20251113_230216,2025-11-13 23:02:16,194,1000,1000,1.0,1e-06,6000,2500,6.0,42,1.6685522664509807e-06,0.0010219316470071,0.0012917245319536,0.7455075090259488,2.426696338408604e-06,3.386475133620653e-06,0.0014497498069895,0.0018402377926835,0.6709480697729162,3.1113391797957672e-06,4.769971139801057e-06,0.0017484510004036,0.0021840263596854,0.670948069767436,3.714938980610699e-06,4.342688437436637e-06,0.0016468775885073,0.0020839118113386,0.6840179932221805,3.6746004498025262e-06,-1.7179228671696725e-06,-0.0004278181599824,0.0745594392530325,Bayesian,Bayesian,117,47,12,18,0,1.101154297968155e-05,2.811835
test_0022_20251113_230238,2025-11-13 23:02:38,194,1000,1000,1.0,1e-06,6000,2500,6.0,42,1.9935761688292967e-06,0.0011141705055609,0.001411940568448,0.6726200988277552,1.9389288669787013e-06,4.347365906443653e-06,0.0016717805828632,0.0020850337902402,0.5347161069767201,2.3739956695482606e-06,5.800021791194801e-06,0.0019316093118804,0.0024083234399047,0.5347161069872535,2.834550829508675e-06,5.200519904031699e-06,0.0018188820304805,0.0022804648438491,0.5544009265583009,2.8201905564251955e-06,-2.353789737614356e-06,-0.0005576100773022,0.137903991851035,Bayesian,Bayesian,117,41,13,23,0,1.3007245715916042e-07,11.705813
test_0023_20251113_230254,2025-11-13 23:02:54,194,1000,1000,1.0,1e-06,6000,2500,6.0,42,1.992917497152421e-06,0.0011640460191774,0.0014117072986821,0.6809633893705499,2.0649079576617054e-06,3.7499230021217327e-06,0.0015161632877018,0.0019364717922349,0.6066065940809785,2.7106090111829914e-06,5.103425381603684e-06,0.0017672997797641,0.0022590762230619,0.6066065940776344,3.2364671591016506e-06,4.401678649077337e-06,0.0016362500002293,0.0020980177904577,0.6299678147111524,3.191317342484226e-06,-1.7570055049693118e-06,-0.0003521172685244,0.0743567952895714,Bayesian,Bayesian,107,48,15,24,0,0.0008144896102507,2.858768
test_0024_20251113_230257,2025-11-13 23:02:57,194,1000,1000,1.0,1e-06,6000,2500,6.0,42,2.1225506286495064e-06,0.0011198500268897,0.0014568976040372,0.6477165263902503,1.83970160115237e-06,3.688382908858586e-06,0.0015259062149412,0.0019205163130935,0.6105819804071507,2.716097611157765e-06,5.01822121783708e-06,0.0017517866689528,0.0022401386604041,0.610581980415929,3.2430205478225243e-06,4.585952015174663e-06,0.0016584152446558,0.0021414836014255,0.6248370547360559,3.215816074766791e-06,-1.5658322802090796e-06,-0.0004060561880515,0.0371345459830996,Bayesian,Bayesian,111,38,18,27,0,0.0001346564393887,2.902791
test_0025_20251113_230300,2025-11-13 23:03:00,194,1000,1000,1.0,1e-06,6000,2500,6.0,42,2.846066626391034e-06,0.0013482452192913,0.0016870289346632,0.6061047458429498,2.198656485019888e-06,3.852654248766487e-06,0.0015801657941382,0.0019628179357155,0.6212508499669961,2.8843107262937445e-06,5.329939087664272e-06,0.0018314705035311,0.0023086660840546,0.6212508499782291,3.4438670074922905e-06,4.758661796747996e-06,0.0017203994936844,0.0021814357191418,0.6417346377507493,3.434263973036656e-06,-1.0065876223754525e-06,-0.0002319205748469,-0.0151461041240462,Bayesian,Bayesian,95,53,19,27,0,0.0272857733023382,2.842305
test_0026_20251113_230303,2025-11-13 23:03:03,194,1000,1000,1.0,1e-06,6000,2500,6.0,42,2.6592450980185096e-06,0.0012285810191305,0.0016307191965566,0.5841489910378657,1.852785742856684e-06,3.938748268017059e-06,0.0014726615084862,0.0019846279923494,0.6022112786302452,2.7574492223313496e-06,5.394209383019123e-06,0.0017253087627338,0.0023225437311316,0.6022112786298555,3.2923943714959675e-06,4.768798787389415e-06,0.0016195525581925,0.0021837579507329,0.6224634896035129,3.2618420215483167e-06,-1.279503169998549e-06,-0.0002440804893556,-0.0180622875923794,Bayesian,Bayesian,101,56,12,25,0,0.0535718839735333,2.892553
test_0027_20251113_230306,2025-11-13 23:03:06,194,1000,1000,1.0,1e-06,6000,2500,6.0,42,2.168154851541014e-06,0.001177736431244,0.0014724655688813,0.6565184362102362,2.0336857678978065e-06,4.410163816253673e-06,0.001640403666251,0.0021000390035077,0.5764343577622245,2.7313160019969124e-06,6.054231976295696e-06,0.001963790097065,0.0024605348963783,0.576434357763325,3.261191306389436e-06,5.423510166523908e-06,0.0018433141979997,0.0023288430961582,0.5944598325215392,3.232770322645516e-06,-2.2420089647126594e-06,-0.000462667235007,0.0800840784480116,Bayesian,Bayesian,110,47,19,18,0,6.642199214208379e-06,2.856716
test_0028_20251113_230309,2025-11-13 23:03:09,194,1000,1000,1.0,1e-06,6000,2500,6.0,42,1.9156334998343063e-06,0.0010911995672805,0.0013840641241771,0.7271950305386099,2.566393243867252e-06,3.944450535991586e-06,0.0014906097898088,0.001986064081542,0.6440267448456831,3.128927647896748e-06,5.57354720400556e-06,0.0017795400475704,0.0023608361239199,0.6440267448644966,3.7359396117370905e-06,4.868187028290333e-06,0.0016496544433121,0.0022063968428844,0.668024862328241,3.723143731443684e-06,-2.0288170361572795e-06,-0.0003994102225282,0.0831682856929267,Bayesian,Bayesian,116,43,11,24,0,8.354533565168359e-05,2.860156
test_0029_20251113_230312,2025-11-13 23:03:12,194,1000,1000,1.0,1e-06,6000,2500,6.0,42,2.134335909877505e-06,0.0011069819592068,0.0014609366549845,0.6915531125290072,2.404353168414721e-06,3.852286943884925e-06,0.001560816199169,0.0019627243677819,0.6364168584355655,3.018968537038488e-06,5.391477074444752e-06,0.0018449423844449,0.0023219554419593,0.6364168584370148,3.604648433233901e-06,4.878704907023012e-06,0.0017305725178171,0.0022087790534643,0.6520909735545702,3.574939028173564e-06,-1.71795103400742e-06,-0.0004538342399622,0.0551362540934416,Bayesian,Bayesian,120,35,11,28,0,2.88813217391132e-07,2.925106
