test_id,timestamp,n_points,n_observations,lengthscale,variance,jitter,mcmc_samples,mcmc_burn,mcmc_scale,mcmc_seed,bayesian_mse,bayesian_mae,bayesian_rmse,bayesian_correlation,bayesian_covariance,dirichlet_mse,dirichlet_mae,dirichlet_rmse,dirichlet_correlation,dirichlet_covariance,gp_mse,gp_mae,gp_rmse,gp_correlation,gp_covariance,spatial_mse,spatial_mae,spatial_rmse,spatial_correlation,spatial_covariance,mse_diff,mae_diff,correlation_diff,better_model_mse,better_model_mae,bayesian_better_count,dirichlet_better_count,gp_better_count,spatial_better_count,equal_count,wilcoxon_pvalue,test_duration_seconds
test_0047_20251113_230413,2025-11-13 23:04:13,194,1000,1000,1.0,1e-06,6000,2500,6.0,42,2.2633415335277123e-06,0.001129829689867,0.001504440604852,0.6924555158920392,2.552713251268075e-06,3.51571219806826e-06,0.0014691351421579,0.001875023252674,0.6689998617559099,3.159052577303747e-06,4.976206493881626e-06,0.0017281418288736,0.002230741243148,0.6689998617679465,3.7719087777564138e-06,4.424866043015148e-06,0.0016162347220194,0.0021035365561394,0.6876709877430038,3.743672157148743e-06,-1.2523706645405476e-06,-0.0003393054522908,0.0234556541361293,Bayesian,Bayesian,110,37,18,29,0,0.0008928444136769,3.499288
test_0048_20251113_230417,2025-11-13 23:04:17,194,1000,1000,1.0,1e-06,6000,2500,6.0,42,2.0372299539979347e-06,0.0011820257835799,0.0014273156462387,0.6856838495721185,2.2041259929457123e-06,3.398358600213236e-06,0.0014511533543984,0.0018434637507185,0.660746155690236,3.0217752074801342e-06,4.745634035802592e-06,0.0017094578175454,0.002178447620624,0.6607461556865405,3.607999597698231e-06,4.174600172647025e-06,0.001584449699668,0.0020431838323183,0.6810267907569475,3.575678126433091e-06,-1.3611286462153013e-06,-0.0002691275708185,0.0249376938818824,Bayesian,Bayesian,98,51,15,30,0,0.0318645236382597,3.302876
test_0049_20251113_230420,2025-11-13 23:04:20,194,1000,1000,1.0,1e-06,6000,2500,6.0,42,1.918386471237233e-06,0.0010758582218487,0.0013850582916387,0.7183796189697095,2.455460692143436e-06,3.938859893779027e-06,0.0015682322905183,0.001984656114741,0.6051734555269972,2.7828339972146795e-06,5.406067957223264e-06,0.0018743813781107,0.0023250952576665,0.6051734555224556,3.322703792641343e-06,4.894043012633503e-06,0.0017492906360219,0.0022122484066292,0.6208554442665832,3.292085886085452e-06,-2.020473422541794e-06,-0.0004923740686695,0.1132061634427122,Bayesian,Bayesian,120,46,12,16,0,1.851970039647652e-07,3.462285
test_0050_20251113_230424,2025-11-13 23:04:24,194,1000,1000,1.0,1e-06,6000,2500,6.0,42,1.6722284306225612e-06,0.0010165526741805,0.001293146716588,0.7303279465359204,2.1424929288954138e-06,3.2798581879656974e-06,0.0013482193467286,0.0018110378759058,0.6436717615307563,2.80148276303806e-06,4.475166319002215e-06,0.0015865786163697,0.0021154588908797,0.6436717615286737,3.3449704190032874e-06,3.917337568389294e-06,0.0014684853205574,0.0019792265076007,0.6649201656992023,3.3103619893517272e-06,-1.607629757343136e-06,-0.000331666672548,0.086656185005164,Bayesian,Bayesian,113,38,21,22,0,0.0004088961561559,3.188201
test_0051_20251113_230427,2025-11-13 23:04:27,194,1000,1000,1.0,1e-06,6000,2500,6.0,42,2.5106740896204884e-06,0.001270363353078,0.0015845106782917,0.6393473281828707,2.236777129021768e-06,3.481159971289541e-06,0.0014873246698256,0.0018657866896538,0.6649657492854919,3.103729984376193e-06,4.901450296845424e-06,0.0017454187900166,0.0022139219265469,0.6649657492735241,3.7058536013022096e-06,4.399413517289961e-06,0.0016484293774097,0.0020974778943507,0.6817875729586397,3.6759417644929055e-06,-9.704858816690525e-07,-0.0002169613167475,-0.0256184211026212,Bayesian,Bayesian,103,52,18,21,0,0.0307607736904363,3.216106
test_0052_20251113_230430,2025-11-13 23:04:30,194,1000,1000,1.0,1e-06,6000,2500,6.0,42,1.824917272300419e-06,0.0011267089014707,0.0013508949893683,0.6940126424472853,1.8144117763902104e-06,3.300472784688569e-06,0.0014690651509343,0.0018167203375006,0.6340223686020404,2.7257026611136217e-06,4.469629394519238e-06,0.0017062477997794,0.0021141498041811,0.6340223685906378,3.254488977530611e-06,4.035782310387752e-06,0.0015985028817175,0.002008925660742,0.6503218943734657,3.2264358873732086e-06,-1.4755555123881502e-06,-0.0003423562494635,0.0599902738452449,Bayesian,Bayesian,113,38,11,32,0,0.0001587818270739,3.206899
test_0053_20251113_230434,2025-11-13 23:04:34,194,1000,1000,1.0,1e-06,6000,2500,6.0,42,1.6739262462236494e-06,0.0010139448091389,0.0012938030167779,0.7338449051555981,2.225449486085815e-06,3.3457785010727936e-06,0.0014497334260648,0.0018291469326089,0.6583552875927274,2.971878844073096e-06,4.647677517795817e-06,0.0017041769349853,0.0021558472853604,0.658355287567692,3.548423339498912e-06,4.040557180500478e-06,0.0015925503244007,0.0020101137232754,0.6809111114906995,3.5170122799730457e-06,-1.6718522548491442e-06,-0.0004357886169259,0.0754896175628706,Bayesian,Bayesian,110,44,16,24,0,2.294631423573129e-05,3.256369
test_0054_20251113_230438,2025-11-13 23:04:38,194,1000,1000,1.0,1e-06,6000,2500,6.0,42,2.1995985433061774e-06,0.0011988338012934,0.0014831043602208,0.6511642551127913,2.014861896098157e-06,3.0244690459110325e-06,0.0013888619100023,0.0017391000678256,0.6372865026848108,2.5954731526212512e-06,4.016127830996312e-06,0.0015936031977296,0.0020040279017509,0.6372865026599439,3.0989949440431324e-06,3.51286532533586e-06,0.0014782858131698,0.0018742639422813,0.6614189457953319,3.0865570610591464e-06,-8.248705026048551e-07,-0.0001900281087089,0.0138777524279805,Bayesian,Bayesian,110,44,10,30,0,0.0214848648597965,3.586527
test_0055_20251113_230442,2025-11-13 23:04:42,194,1000,1000,1.0,1e-06,6000,2500,6.0,42,1.816062301075024e-06,0.0010544979255031,0.0013476135577661,0.7048941469896809,2.0547924230001045e-06,3.4588691173143154e-06,0.0015230656136865,0.0018598035157817,0.6373228851799403,2.838717924230562e-06,4.747531834000457e-06,0.0017874335147466,0.002178883162081,0.6373228851905263,3.389429201474052e-06,4.109528694315784e-06,0.0016583042242273,0.0020271972509639,0.6601681696991092,3.3495278529012825e-06,-1.6428068162392914e-06,-0.0004685676881833,0.0675712618097406,Bayesian,Bayesian,117,36,14,27,0,1.764729552553849e-07,4.547172
test_0056_20251113_230445,2025-11-13 23:04:45,194,1000,1000,1.0,1e-06,6000,2500,6.0,42,2.3971279717424297e-06,0.0013035797876817,0.0015482661178694,0.6083894477833439,1.8023792152955035e-06,3.506848863124915e-06,0.0014699899285905,0.001872658234469,0.6343529455134067,2.836410217422988e-06,4.814869902087626e-06,0.0017271188429248,0.0021942811811815,0.6343529455212895,3.38667379964354e-06,4.072043169267965e-06,0.0015646549781879,0.0020179304173504,0.662765168435891,3.3578692373466327e-06,-1.1097208913824852e-06,-0.0001664101409088,-0.0259634977300627,Bayesian,Bayesian,98,46,23,27,0,0.1284243784918843,2.857111
test_0057_20251113_230448,2025-11-13 23:04:48,194,1000,1000,1.0,1e-06,6000,2500,6.0,42,2.024173356896623e-06,0.0011553486056137,0.0014227344646477,0.676959475098447,2.065721748565444e-06,3.307676076177388e-06,0.0013949116833168,0.0018187017556975,0.6196143792927218,2.602146791226944e-06,4.422953741260189e-06,0.0016031396060536,0.0021030819625635,0.6196143792382951,3.1069632679688582e-06,3.981651921127707e-06,0.0015032896968282,0.0019954077079954,0.6363913197771405,3.075988567735536e-06,-1.283502719280765e-06,-0.000239563077703,0.0573450958057252,Bayesian,Bayesian,92,55,19,28,0,0.0954732508281468,2.888067
test_0058_20251113_230452,2025-11-13 23:04:52,194,1000,1000,1.0,1e-06,6000,2500,6.0,42,2.1655925124613674e-06,0.0011913241683341,0.0014715952271128,0.6495585935619111,1.9429556057650093e-06,4.029392128381164e-06,0.0016259296301328,0.002007334583068,0.543196873265845,2.315741665270544e-06,5.319858587058171e-06,0.0018572893365164,0.0023064818635875,0.5431968732243575,2.7649955478025623e-06,4.623665886398027e-06,0.0017418574932633,0.0021502711192772,0.5662516918899543,2.7254375391320644e-06,-1.8637996159197967e-06,-0.0004346054617986,0.1063617202960661,Bayesian,Bayesian,110,44,22,18,0,5.781794863519261e-06,3.150631
test_0059_20251113_230455,2025-11-13 23:04:55,194,1000,1000,1.0,1e-06,6000,2500,6.0,42,2.032522122219225e-06,0.0011673064705198,0.0014256655015182,0.6823318635445046,2.152893571352847e-06,4.148668308494004e-06,0.001613104110706,0.0020368280016962,0.6007823886742687,2.8336659174356e-06,5.728606005002103e-06,0.0018976468956636,0.0023934506481233,0.6007823886831057,3.3833971054868013e-06,5.101287370802416e-06,0.001784401603353,0.0022586029688288,0.6174748092016219,3.333249441298012e-06,-2.1161461862747787e-06,-0.0004457976401861,0.0815494748702359,Bayesian,Bayesian,110,46,17,21,0,2.5555007214668548e-05,3.200655
test_0060_20251113_230459,2025-11-13 23:04:59,194,1000,1000,1.0,1e-06,6000,2500,6.0,42,2.1787569898448573e-06,0.0011585772971476,0.0014760613096497,0.6989454834100969,2.5383876334866853e-06,4.105915641660053e-06,0.0016145158485773,0.0020263059101873,0.6481890196578167,3.2367661633102096e-06,5.853438717619809e-06,0.0019198870566708,0.0024193880874344,0.648189019627986,3.864698798640476e-06,5.2078310847546285e-06,0.0018214421519173,0.0022820672831348,0.6661058246322199,3.825838577706433e-06,-1.927158651815196e-06,-0.0004559385514297,0.0507564637522801,Bayesian,Bayesian,117,45,12,20,0,1.5005454038378412e-05,3.586868
test_0061_20251113_230502,2025-11-13 23:05:02,194,1000,1000,1.0,1e-06,6000,2500,6.0,42,2.0608331654476664e-06,0.001088387596143,0.001435560227036,0.7357527545388416,2.8393188494279733e-06,3.375531443694474e-06,0.0014874304012484,0.001837261942047,0.6732837272972035,3.1277426092658303e-06,4.761929499532772e-06,0.001737789663179,0.0021821845704552,0.6732837273086579,3.734524675515092e-06,4.202696264742044e-06,0.0016131923106604,0.0020500478688903,0.6950599789441091,3.724649100983452e-06,-1.3146982782468082e-06,-0.0003990428051053,0.062469027241638,Bayesian,Bayesian,109,48,21,16,0,7.837342127425164e-05,3.300923
test_0062_20251113_230505,2025-11-13 23:05:05,194,1000,1000,1.0,1e-06,6000,2500,6.0,42,1.970673182714121e-06,0.0011200972779374,0.0014038066756908,0.694754764568537,2.219399881943181e-06,3.678387102497728e-06,0.0015355054367961,0.00191791217278,0.6397130864114179,2.9682613577260846e-06,5.1201890725122574e-06,0.0018180744871112,0.0022627834789286,0.6397130863948133,3.5441040609569507e-06,4.320330920118865e-06,0.0016568225002889,0.0020785405745664,0.6669784600039891,3.501499758253718e-06,-1.7077139197836069e-06,-0.0004154081588587,0.0550416781571191,Bayesian,Bayesian,110,46,16,22,0,1.70403256993442e-05,3.217244
test_0063_20251113_230509,2025-11-13 23:05:09,194,1000,1000,1.0,1e-06,6000,2500,6.0,42,1.9898834817522177e-06,0.0011022677510756,0.001410632298564,0.6740725001433342,1.9538494353230043e-06,3.7867732229387433e-06,0.001536712413109,0.0019459633149005,0.5912568390144819,2.597593748066052e-06,5.103873456645015e-06,0.0017897544952072,0.0022591753930682,0.5912568390263474,3.101526935130173e-06,4.485386702337426e-06,0.0016728514625143,0.0021178731553937,0.6159536596532859,3.098514982334456e-06,-1.7968897411865256e-06,-0.0004344446620334,0.0828156611288523,Bayesian,Bayesian,108,40,21,25,0,1.6365932222114153e-05,3.216461
test_0064_20251113_230512,2025-11-13 23:05:12,194,1000,1000,1.0,1e-06,6000,2500,6.0,42,2.1881267125865243e-06,0.0011153329680897,0.0014792317981258,0.693683880371761,2.4890961816296737e-06,3.7927268047796015e-06,0.0015034479672228,0.0019474924402368,0.6530557891914687,3.143397593284789e-06,5.363913357095897e-06,0.0017896098784974,0.0023160123827596,0.6530557891916066,3.753216726368131e-06,4.807319218664413e-06,0.001692836036141,0.0021925599692287,0.6692636970855471,3.71260699883155e-06,-1.6046000921930771e-06,-0.0003881149991331,0.0406280911802923,Bayesian,Bayesian,113,49,15,17,0,0.0001339612993055,3.365012
test_0065_20251113_230516,2025-11-13 23:05:16,194,1000,1000,1.0,1e-06,6000,2500,6.0,42,2.027943684764338e-06,0.0011457287382494,0.0014240588768602,0.6847158848536732,2.177098270975696e-06,3.42803483909904e-06,0.0014281143284418,0.0018514952981574,0.6174413864847975,2.6470535182932773e-06,4.615238319869679e-06,0.0016696668718897,0.0021483105734203,0.6174413864944733,3.160581901140686e-06,4.121333001209111e-06,0.0015570255177082,0.0020301066477427,0.6362771155892356,3.1346189261726866e-06,-1.4000911543347015e-06,-0.0002823855901924,0.0672744983688756,Bayesian,Bayesian,102,49,18,25,0,0.0141827424023927,3.254187
test_0066_20251113_230519,2025-11-13 23:05:19,194,1000,1000,1.0,1e-06,6000,2500,6.0,42,2.0542773934774564e-06,0.0011129537077558,0.0014332750585555,0.7166350756295718,2.606458435336758e-06,3.2290061055091366e-06,0.0014237905089172,0.0017969435454429,0.6628719571865677,2.9506105191708448e-06,4.471400357154355e-06,0.0016532540549997,0.0021145685983562,0.6628719572018447,3.5230289603122435e-06,4.040379175876742e-06,0.0015594943797441,0.0020100694455358,0.6783659992781408,3.492432947023752e-06,-1.1747287120316802e-06,-0.0003108368011614,0.0537631184430041,Bayesian,Bayesian,102,47,21,24,0,0.0014379996413504,2.866266
test_0067_20251113_230522,2025-11-13 23:05:22,194,1000,1000,1.0,1e-06,6000,2500,6.0,42,2.3753545985498574e-06,0.0012106356398759,0.0015412185434096,0.6908614922589477,2.63983107319696e-06,3.690675914036007e-06,0.0015152146832461,0.0019211131965701,0.6574703171305751,3.1365368433163214e-06,5.215263923511722e-06,0.0018085641570637,0.002283695234376,0.6574703171227962,3.745024990822636e-06,4.283077844247285e-06,0.0016266936701934,0.0020695598189584,0.6906211108068909,3.714632032521445e-06,-1.3153213154861491e-06,-0.0003045790433702,0.0333911751283725,Bayesian,Bayesian,112,42,21,19,0,0.000818250688787,3.44389
test_0068_20251113_230526,2025-11-13 23:05:26,194,1000,1000,1.0,1e-06,6000,2500,6.0,42,2.1038357914560976e-06,0.0011342203643304,0.001450460544605,0.6720385637745764,2.1304365835460955e-06,4.336558162976186e-06,0.0016604070090319,0.0020824404344365,0.5661916646041611,2.6192986661481127e-06,5.897670109449909e-06,0.0019626011576555,0.0024285119125608,0.5661916646015941,3.1274426073783e-06,5.377160206659232e-06,0.001858252042,0.0023188704592234,0.5795403086285644,3.087818452938623e-06,-2.232722371520088e-06,-0.0005261866447014,0.1058468991704152,Bayesian,Bayesian,116,53,10,15,0,4.58913671287139e-06,3.506607
test_0069_20251113_230530,2025-11-13 23:05:30,194,1000,1000,1.0,1e-06,6000,2500,6.0,42,2.456043702833078e-06,0.0012309603283095,0.0015671769851657,0.6174418694824353,1.9659133273380096e-06,3.5827450271493886e-06,0.0014872144708778,0.0018928140498076,0.6416891957702328,2.9400075419468494e-06,4.970816555472606e-06,0.0017595983447899,0.0022295328110329,0.6416891957616402,3.510369005105595e-06,4.400701930549621e-06,0.0016356690879185,0.0020977850057976,0.6608529219560478,3.475894598633424e-06,-1.1267013243163108e-06,-0.0002562541425683,-0.0242473262877974,Bayesian,Bayesian,110,41,10,33,0,0.004683129994639,3.358814
test_0070_20251113_230533,2025-11-13 23:05:33,194,1000,1000,1.0,1e-06,6000,2500,6.0,42,2.8147796438839662e-06,0.0012744944193043,0.0016777305039498,0.6061943051233045,2.1766582577236947e-06,4.528537012549025e-06,0.0016912716494544,0.0021280359518929,0.5766621678546867,2.777220656331387e-06,6.244145786622396e-06,0.0019647241790251,0.0024988288830214,0.5766621678445385,3.316001463439933e-06,5.54877803100784e-06,0.0018642464450546,0.0023555844351259,0.5957809790537487,3.283570923032332e-06,-1.713757368665058e-06,-0.00041677723015,0.0295321372686178,Bayesian,Bayesian,110,44,15,25,0,0.0003693144348898,3.32851
test_0071_20251113_230536,2025-11-13 23:05:36,194,1000,1000,1.0,1e-06,6000,2500,6.0,42,1.7132283136713302e-06,0.0010720321537516,0.0013089034775992,0.7373037897748009,2.382897351995114e-06,3.4157210832564093e-06,0.0014731484687013,0.0018481669522141,0.6841797467539878,3.252920110963237e-06,4.876917604284979e-06,0.0017463753942707,0.002208374425745,0.6841797467608259,3.883986612526202e-06,4.288935193823215e-06,0.001615783208283,0.0020709744551353,0.7033742189275202,3.84345837614271e-06,-1.702492769585079e-06,-0.0004011163149496,0.053124043020813,Bayesian,Bayesian,106,45,14,29,0,0.0001859864678258,3.206332
test_0072_20251113_230540,2025-11-13 23:05:40,194,1000,1000,1.0,1e-06,6000,2500,6.0,42,1.6361360982671546e-06,0.0009713903147072,0.0012791153576855,0.7547356218018029,2.514372188599512e-06,3.843797773506838e-06,0.0015151662850596,0.001960560576342,0.6757139296141402,3.37940739220008e-06,5.545495108847963e-06,0.0018263520185225,0.0023548874938832,0.6757139296136923,4.035012426272781e-06,4.885631278701553e-06,0.0016826506867836,0.0022103464159949,0.6958871962018905,4.003671141380643e-06,-2.207661675239684e-06,-0.0005437759703524,0.0790216921876626,Bayesian,Bayesian,117,42,12,23,0,1.187914518979794e-07,3.110026
test_0073_20251113_230543,2025-11-13 23:05:43,194,1000,1000,1.0,1e-06,6000,2500,6.0,42,2.4945176806811743e-06,0.0012582803101508,0.0015794042170012,0.6267795903111505,2.09811436014222e-06,3.3828164277800416e-06,0.0014777053441086,0.0018392434389661,0.653443061631108,2.945995105555694e-06,4.68855071864686e-06,0.0017353406613402,0.0021653061489421,0.6534430616370567,3.517518156045985e-06,4.169186676164772e-06,0.0016321443808105,0.0020418586327571,0.6716417109199951,3.483260016636184e-06,-8.882987470988672e-07,-0.0002194250339578,-0.0266634713199575,Bayesian,Bayesian,102,44,23,25,0,0.0381431277905821,3.304417
test_0074_20251113_230547,2025-11-13 23:05:47,194,1000,1000,1.0,1e-06,6000,2500,6.0,42,2.2956695661432102e-06,0.0011443518301746,0.0015151467143954,0.6775138352721708,2.423143017227723e-06,4.132540568516181e-06,0.0016165627195732,0.0020328651132124,0.6179875411078201,2.976244775871212e-06,5.771326032497341e-06,0.001919284881942,0.0024023584313123,0.617987541104111,3.5536362622268293e-06,4.856044984592816e-06,0.0017598701083413,0.0022036435702247,0.6470951454123289,3.5197580802951462e-06,-1.8368710023729704e-06,-0.0004722108893986,0.0595262941643507,Bayesian,Bayesian,117,40,13,24,0,3.090647131006889e-07,3.357898
test_0075_20251113_230550,2025-11-13 23:05:50,194,1000,1000,1.0,1e-06,6000,2500,6.0,42,2.7204546659986656e-06,0.0012582288544521,0.001649380085365,0.5854342950579206,1.9187064335480954e-06,3.879358373788927e-06,0.0015659516190521,0.0019696086854471,0.6171123759082101,2.8599862491328124e-06,5.3567986869022e-06,0.001809160404898,0.0023144758989676,0.617112375918922,3.4148235816217063e-06,4.680218034231463e-06,0.0016752744575453,0.002163381157871,0.6396813640870336,3.3862529343983416e-06,-1.158903707790261e-06,-0.0003077227646,-0.0316780808502895,Bayesian,Bayesian,103,39,22,30,0,0.0016191631288457,3.262943
test_0076_20251113_230553,2025-11-13 23:05:53,194,1000,1000,1.0,1e-06,6000,2500,6.0,42,1.76920452639196e-06,0.0010789242962586,0.0013301144786791,0.7298490373163307,2.3742843473750225e-06,3.152786912743324e-06,0.0013725308726968,0.001775608885071,0.672624524432421,2.9998208075810365e-06,4.38541976614026e-06,0.0016111966562954,0.0020941393855568,0.672624524427155,3.5817860442916283e-06,3.886587958598814e-06,0.0015053408457021,0.00197144311574,0.6912310752917838,3.5487108351288075e-06,-1.3835823863513637e-06,-0.0002936065764382,0.0572245128839096,Bayesian,Bayesian,108,42,20,24,0,0.0022287188599495,2.832853
test_0077_20251113_230556,2025-11-13 23:05:56,194,1000,1000,1.0,1e-06,6000,2500,6.0,42,2.1386316628392644e-06,0.0011228936665515,0.0014624061210345,0.6517754171769039,1.9261111351323293e-06,3.682973736460178e-06,0.0014964816067144,0.0019191075364502,0.6241239095997922,2.8314829515365424e-06,5.06368896404536e-06,0.0017690494055727,0.0022502641987209,0.6241239096002301,3.380790644124276e-06,4.443740959835144e-06,0.0016453346954951,0.0021080182541513,0.6435313797957589,3.3314082871310102e-06,-1.5443420736209135e-06,-0.0003735879401629,0.0276515075771116,Bayesian,Bayesian,107,41,18,28,0,0.0001612410156204,3.184374
test_0078_20251113_230600,2025-11-13 23:06:00,194,1000,1000,1.0,1e-06,6000,2500,6.0,42,1.831307829977764e-06,0.0010944705713004,0.0013532582273822,0.7037767950959063,2.075667317441861e-06,3.7406368612196462e-06,0.0015633544979049,0.0019340726101208,0.6110310252276743,2.744351426937002e-06,5.105738065014744e-06,0.0017822865806232,0.0022595880299326,0.6110310252281927,3.2767556037612045e-06,4.494390610275583e-06,0.0016592855752433,0.0021199977854411,0.6321435529297093,3.246990106978922e-06,-1.9093290312418826e-06,-0.0004688839266045,0.092745769868232,Bayesian,Bayesian,105,36,21,32,0,9.903034757038253e-06,3.452123
test_0079_20251113_230604,2025-11-13 23:06:04,194,1000,1000,1.0,1e-06,6000,2500,6.0,42,2.171620821034717e-06,0.0012246454759236,0.0014736420260818,0.6775511504251858,2.286865714435e-06,3.719659948476084e-06,0.0015447539579456,0.0019286419959329,0.6508644734989544,3.0892600389881536e-06,5.234795483822051e-06,0.0018454852899922,0.0022879675443113,0.6508644734928967,3.688576486497049e-06,4.773445282858923e-06,0.0017571617433451,0.0021848215677393,0.6639131988006297,3.648596307275314e-06,-1.5480391274413664e-06,-0.0003201084820219,0.0266866769262313,Bayesian,Bayesian,105,60,12,17,0,0.0012364598803754,3.546213
test_0080_20251113_230607,2025-11-13 23:06:07,194,1000,1000,1.0,1e-06,6000,2500,6.0,42,1.51160754423615e-06,0.0009700272346112,0.0012294744992215,0.766302857148701,2.4359759820979165e-06,3.5363143226389563e-06,0.001524638927042,0.0018805090594408,0.6625392313931929,3.108719620716898e-06,4.98237996919266e-06,0.001824238480152,0.0022321245415954,0.6625392313870502,3.7118112271306255e-06,4.397252821793311e-06,0.0017147569052854,0.0020969627611842,0.6813778939314212,3.671086737894264e-06,-2.024706778402806e-06,-0.0005546116924307,0.1037636257555081,Bayesian,Bayesian,123,41,12,18,0,1.256160644261078e-07,3.517529
test_0081_20251113_230610,2025-11-13 23:06:10,194,1000,1000,1.0,1e-06,6000,2500,6.0,42,2.309158952615918e-06,0.0012739656657265,0.001519591705892,0.6426239345870149,2.0615345040855104e-06,3.435368464578089e-06,0.0014880461750984,0.00185347470028,0.642387527933936,2.872335599076055e-06,4.729522306051616e-06,0.0017305754205638,0.0021747464923644,0.6423875279382536,3.429568705240941e-06,4.11893111223895e-06,0.0016198438767341,0.002029514994337,0.6671517235914307,3.4192982663143325e-06,-1.1262095119621716e-06,-0.0002140805093719,0.0002364066530788,Bayesian,Bayesian,91,50,19,34,0,0.07964144517771,3.000393
test_0082_20251113_230614,2025-11-13 23:06:14,194,1000,1000,1.0,1e-06,6000,2500,6.0,42,2.486328952391336e-06,0.0012298270984299,0.0015768097388053,0.6776277300234671,2.5978975698013035e-06,3.986653180914607e-06,0.0016094548874427,0.0019966605071755,0.6172160985409822,2.9078243875493097e-06,5.531809858742188e-06,0.0019038405232141,0.0023519799868923,0.6172160985193142,3.471942318467236e-06,4.928754051692446e-06,0.0017839113606178,0.00222007973994,0.636964915017014,3.451579557728126e-06,-1.5003242285232708e-06,-0.0003796277890128,0.0604116314824848,Bayesian,Bayesian,110,49,11,24,0,2.6435800039840244e-05,3.439173
test_0083_20251113_230618,2025-11-13 23:06:18,194,1000,1000,1.0,1e-06,6000,2500,6.0,42,1.649210334008592e-06,0.0010131260610334,0.0012842158440108,0.7370747357886426,2.219184358996885e-06,3.172653803943288e-06,0.001412880813089,0.0017811944879611,0.6445973533023034,2.7499647678202927e-06,4.298588070026303e-06,0.0016335921024995,0.0020733036608336,0.6445973532747212,3.283457932457855e-06,3.6540690628982256e-06,0.0014928338993075,0.0019115619432543,0.6729252893148755,3.264036533081199e-06,-1.523443469934696e-06,-0.0003997547520556,0.0924773824863391,Bayesian,Bayesian,112,44,17,21,0,6.803826837955511e-06,3.576182
test_0084_20251113_230621,2025-11-13 23:06:21,194,1000,1000,1.0,1e-06,6000,2500,6.0,42,1.9060453325641444e-06,0.0011309587792296,0.0013805960062828,0.703996905636936,2.238546354567628e-06,3.5716092660797115e-06,0.0015191498281036,0.0018898701717524,0.5893421273652213,2.4803996645137704e-06,4.743115096973498e-06,0.0017357828094129,0.00217786939392,0.5893421273750923,2.961597199739712e-06,4.099683621811213e-06,0.0016001498141535,0.0020247675475992,0.6145607184980652,2.932544903464659e-06,-1.665563933515567e-06,-0.0003881910488739,0.1146547782717146,Bayesian,Bayesian,109,38,20,27,0,3.327377782375496e-05,3.160906
test_0085_20251113_230624,2025-11-13 23:06:24,194,1000,1000,1.0,1e-06,6000,2500,6.0,42,1.542717912471659e-06,0.0009860013973713,0.001242061959997,0.7588913145426052,2.367883417917259e-06,3.231481204108316e-06,0.0014363338296872,0.0017976321103352,0.6524198726311051,2.854871871883591e-06,4.430804535306944e-06,0.0016688940017936,0.0021049476324381,0.6524198725995997,3.4087170146981955e-06,3.8115791399460463e-06,0.0015413567117548,0.0019523265966395,0.679537104083129,3.401214665976441e-06,-1.688763291636657e-06,-0.0004503324323158,0.1064714419115,Bayesian,Bayesian,112,35,18,29,0,1.535731079221262e-05,3.258239
test_0086_20251113_230628,2025-11-13 23:06:28,194,1000,1000,1.0,1e-06,6000,2500,6.0,42,1.865373843071535e-06,0.0010931806854327,0.0013657868951895,0.7207824633527562,2.4079500928061825e-06,2.922323366810907e-06,0.001338654375898,0.00170948043768,0.6793563057679168,2.9266602647354674e-06,4.023144114569056e-06,0.0015764293648441,0.0020057776832363,0.6793563057553158,3.494432355995163e-06,3.5399249131854784e-06,0.0014739130791822,0.001881468818021,0.6992226210868078,3.4625224184518447e-06,-1.0569495237393718e-06,-0.0002454736904652,0.0414261575848393,Bayesian,Bayesian,100,48,22,24,0,0.008439930192345,3.010901
test_0087_20251113_230631,2025-11-13 23:06:31,194,1000,1000,1.0,1e-06,6000,2500,6.0,42,2.060206945844523e-06,0.0010784336745061,0.0014353421006312,0.6995291396855403,2.408495276127492e-06,3.804797977262422e-06,0.0014895360946556,0.0019505891359439,0.6521900828695008,3.140965145568697e-06,5.3800013789448295e-06,0.0017611037815019,0.0023194829982012,0.6521900828720211,3.750312383827484e-06,4.533479775622112e-06,0.0016030769619607,0.0021291969790562,0.681277035152821,3.724403687575029e-06,-1.744591031417899e-06,-0.0004111024201495,0.0473390568160395,Bayesian,Bayesian,102,43,19,30,0,0.0001629003375083,2.97667
test_0088_20251113_230634,2025-11-13 23:06:34,194,1000,1000,1.0,1e-06,6000,2500,6.0,42,2.354167838248012e-06,0.0012305865899519,0.0015343297684161,0.6553660761478063,2.247607725747788e-06,3.754903756092921e-06,0.0014512062201099,0.0019377574038286,0.6471325447165133,3.071546829978655e-06,5.276876590188598e-06,0.0017296188163104,0.0022971453132504,0.6471325447106396,3.6674269149660168e-06,4.695303600313087e-06,0.001633946210024,0.0021668649243349,0.6638042165072962,3.6182474305004993e-06,-1.4007359178449092e-06,-0.0002206196301579,0.008233531431293,Bayesian,Bayesian,100,56,19,19,0,0.0823085623457476,3.153943
