n_observations,bayesian_mse,bayesian_mae,bayesian_rmse,bayesian_correlation,bayesian_covariance,dirichlet_mse,dirichlet_mae,dirichlet_rmse,dirichlet_correlation,dirichlet_covariance,spatial_mse,spatial_mae,spatial_rmse,spatial_correlation,spatial_covariance
100,0.4119791098414409,0.4600217873956836,0.6418559883972735,0.39799298307520475,2.6760347939009557e-06,0.27404096827481067,0.4095412915079796,0.5234892246023892,0.3117015892809498,1.5324884092229091e-06,1.7982373025562204,1.0604595470441318,1.3409837070435346,0.32264857397322116,4.423552031702454e-06
250,0.2655933818711878,0.3866151469528668,0.5153575281988105,0.5807208516937487,3.5659141276462304e-06,0.22296151919876753,0.3938108512099544,0.47218801255301635,0.47667144291575314,2.40908242144474e-06,0.5814549421243532,0.6409184479275343,0.7625319285933889,0.4984283080928954,4.233084418307094e-06
500,0.19219332441086764,0.34758320699784523,0.4383985907948013,0.6192580259883929,3.351211015843236e-06,0.2073354435867482,0.35007276681912575,0.45534101900306345,0.5323689529742441,2.7330192366498134e-06,0.3386304890812349,0.4418773697517145,0.5819196586138287,0.5527003897965114,3.740902833872226e-06
750,0.1490419400299102,0.2947062300734502,0.3860595032244514,0.6588008275264503,3.272036491312321e-06,0.1632666523071238,0.3095610116872563,0.404062683635997,0.5863447118849188,2.7865326180085447e-06,0.21781987404475667,0.3535345516428344,0.46671176763046873,0.6099200561288525,3.484308231753137e-06
1000,0.10757611239025833,0.25457156709220086,0.3279879759842704,0.7290879045286832,3.38611262048796e-06,0.1190989862399124,0.2687792186180991,0.34510720977677706,0.6732160405294563,3.0121077870700195e-06,0.14703187747983038,0.2941560358516333,0.3834473594638909,0.6924947411901023,3.570159357937004e-06
1500,0.11399252447833097,0.25552674792174984,0.3376277898490155,0.669039192977941,2.8931353396972503e-06,0.11977205700444579,0.278417465127616,0.3460809977511707,0.6461265952930535,2.7694799454085023e-06,0.13307130340835008,0.28965902927647247,0.3647893959647814,0.663269176494632,3.1152558490365125e-06
2000,0.0756445666725234,0.21032035883238592,0.27503557346736696,0.789025387686871,3.424100623078617e-06,0.08343140146917234,0.21474973452952528,0.28884494364480806,0.7557032533276483,3.2132772910410206e-06,0.08894663857783261,0.221528337766936,0.2982392304473585,0.7700453556923511,3.491659267980632e-06
2500,0.07269845154295305,0.2055926640993955,0.2696265037843147,0.789965892922447,3.3634233421834182e-06,0.0737730162304133,0.2130859193439716,0.27161188528931,0.7767016364379458,3.2285693798694457e-06,0.0765820773401253,0.21838392495737421,0.27673466956658194,0.788746913371417,3.442869560058721e-06
3000,0.06426961273007949,0.20186592880697382,0.25351452173411976,0.8090290580923902,3.3791203696440784e-06,0.05865262879125975,0.19476888330273742,0.24218304810878022,0.8218349261046006,3.382791643510876e-06,0.05721587108428998,0.19007699530960542,0.23919839272931995,0.8382616400770377,3.5664980508460144e-06
3500,0.057356412289435624,0.18131387725110568,0.239491987944139,0.8331975620510078,3.5002726635319094e-06,0.04782567615356069,0.16595730382418775,0.2186908232038114,0.8497897459245286,3.415552640679178e-06,0.04312875870021891,0.15789026574278772,0.2076746462624143,0.8707466387772091,3.5664546449903025e-06
5000,0.04516265434913714,0.16072023915583095,0.21251506852253357,0.8566476835841231,3.418656445740157e-06,0.030587717728036357,0.1355434882564323,0.1748934467841387,0.8961045381129203,3.4187544789359613e-06,0.029804996199733237,0.13262042534579804,0.17264123551380545,0.903356244970674,3.527323101437564e-06
7500,0.0253669293843316,0.1233840302604573,0.15926998896318037,0.9107183519351988,3.3948862053942978e-06,0.019931507707403737,0.11318290992424118,0.14117899173532775,0.9300177096192286,3.4621361820560486e-06,0.01783469308438314,0.107005425468075,0.133546595180795,0.9383773345992851,3.517274543298388e-06
10000,0.02323931292514808,0.12284306901615964,0.15244445849275098,0.9241575195968385,3.575215816861308e-06,0.018946899441714432,0.10889402710561027,0.13764773678384412,0.9382069013997212,3.6118416644088635e-06,0.017045410715274933,0.10124913543110689,0.1305580741098571,0.945200848009417,3.6484912929877332e-06
15000,0.013302456043790543,0.09284504305352256,0.11533627375544322,0.9497852537340783,3.3594658240332938e-06,0.009384745474077633,0.0761869798492409,0.09687489599518356,0.9652233011419826,3.4622983580707404e-06,0.008093197311268858,0.06994857079374024,0.08996219934655254,0.9699220857227856,3.4710535030702623e-06
20000,0.014948602155191436,0.09382755736582915,0.12226447626024264,0.9433411978411027,3.323632225824641e-06,0.010854852870799143,0.08361597745060222,0.10418662520112235,0.9591498874172057,3.401699501825311e-06,0.009991637407677853,0.07930290002647583,0.09995817829311343,0.9623321899941933,3.40765397841193e-06
35000,0.00986723944849491,0.0772058800735308,0.09933397932477542,0.9644013866940417,3.5139354318237364e-06,0.005995132056003897,0.0604362436369956,0.07742823810473733,0.9784117768834251,3.5530491753899883e-06,0.005495149171460005,0.0578828228905928,0.07412927337739124,0.9800280251848573,3.542541993535031e-06
50000,0.008152864598926184,0.07526480598588138,0.09029321457853953,0.968965122539471,3.3980372320301843e-06,0.0034221884802399087,0.04755124338562124,0.058499474187721626,0.9871788971680888,3.508394655802355e-06,0.003147210261493723,0.045292544072256184,0.05610000233060354,0.9881096968904588,3.491378839352209e-06
