n_observations,bayesian_mse,bayesian_mae,bayesian_rmse,bayesian_correlation,bayesian_covariance,dirichlet_mse,dirichlet_mae,dirichlet_rmse,dirichlet_correlation,dirichlet_covariance,spatial_mse,spatial_mae,spatial_rmse,spatial_correlation,spatial_covariance
100,0.15446500061128088,0.308653221988973,0.3930203564845985,0.3608917470078051,4.169539483336117e-07,0.2676466998618991,0.4222828870885596,0.5173458223102793,0.1774171022999691,2.712310180778488e-07,2.782855714893636,1.2905190726318212,1.6681893522300266,0.1886433775433637,1.1141177066711964e-06
250,0.12266491434933302,0.2803065421214317,0.35023551269015113,0.5543842338711527,7.317423944723636e-07,0.26226393155387684,0.3918118571914994,0.5121171072653957,0.4065202642875862,7.609954415281601e-07,1.0477698297288758,0.7763969484130526,1.0236062864836635,0.43441429525871944,1.7034633577712246e-06
500,0.08999316246795226,0.22832308201680607,0.2999886038968018,0.6460857957006811,7.887938926609764e-07,0.268548916498257,0.4102430137858391,0.5182170553911334,0.37063185579272195,6.8140403114239e-07,0.5305260830791487,0.5535419125639203,0.7283722146534344,0.40455242821681037,1.118899829281992e-06
750,0.07263419995408527,0.20642335044355264,0.26950732820108114,0.716119870538701,8.800015402084129e-07,0.2160369714511537,0.3570605198834492,0.46479777479152556,0.5148072217127078,9.532937558852964e-07,0.3553636896569831,0.4572456372241526,0.5961238878429408,0.5444484838435315,1.3445242872200976e-06
1000,0.06468652486198453,0.1896106498737202,0.25433545734321933,0.7306149890623681,8.25851553604934e-07,0.17985734136410625,0.33789980167060196,0.42409591057225043,0.5292260223646855,8.910419043264405e-07,0.24557116282228839,0.3929906771161456,0.4955513725359747,0.5612467680766668,1.1670809752372551e-06
1500,0.061858234096184475,0.18929497044478494,0.2487131562587401,0.764182412967437,9.63661680360183e-07,0.13999870835536574,0.28610971886710224,0.3741640126406677,0.659643992067575,1.137174077831668e-06,0.1696188490176426,0.313244343997072,0.41184808973411857,0.6871973511568094,1.3519873104720464e-06
2000,0.05761172230105318,0.18682623576365173,0.24002442021813777,0.7851417111613291,1.0108280721897234e-06,0.11790408327324493,0.27042524133988016,0.3433716401703043,0.6934610995841851,1.14415068539187e-06,0.12968003772319125,0.2777968071494204,0.360111146346779,0.7216114753536027,1.3045359226407563e-06
2500,0.047122178704987944,0.1648478067200156,0.21707643516740352,0.8144647531380476,9.915847434651625e-07,0.10621581421028695,0.25622444040743897,0.32590767743378946,0.7125016407709858,1.145242255451923e-06,0.10753796965019859,0.25561329093483154,0.32792982427677814,0.7431687204467597,1.2666932291640673e-06
3000,0.04705700207619567,0.1559243395789133,0.21692625953580555,0.813829073008647,9.849548208174972e-07,0.0787623353338405,0.216846578714105,0.2806462815250551,0.7452219439934981,1.0704910429763326e-06,0.07791525362948154,0.2123110166028547,0.27913303930112165,0.7688674225312012,1.1615570518863386e-06
3500,0.03358158856706978,0.14088368054083403,0.1832527996159125,0.8692829388946476,1.0719691129798622e-06,0.070638990292674,0.20723416551848467,0.2657799659354971,0.796189489743656,1.2150365014938414e-06,0.06761831719468905,0.20156197832202535,0.2600352229885195,0.8209231297903435,1.298782113811564e-06
5000,0.0465307258880391,0.1697682770731898,0.21570981871031997,0.8244221813878546,1.0498952631251914e-06,0.06396432514426442,0.19428638475065352,0.2529116943604317,0.8034870608789036,1.1828036977568118e-06,0.05733853412415023,0.18276635645158776,0.23945465985056594,0.8296739193424907,1.2373107768012012e-06
7500,0.02842613634936743,0.12524493211704418,0.16860052298070557,0.8880342669194962,1.0776190889143425e-06,0.03545281441414916,0.14839621485866444,0.1882891776341624,0.8793411927927869,1.2053139565053281e-06,0.031810353430972306,0.13827533151841603,0.17835457221773796,0.8938633954745308,1.2358969316958082e-06
10000,0.02700066773927256,0.12430573835994649,0.16431879910488806,0.8942607020023028,1.0936537319695999e-06,0.029379443245354867,0.13377862874803026,0.1714043267988147,0.8965522414522362,1.2010928094368751e-06,0.025371162994664066,0.12348426820026914,0.1592832790805867,0.9107431626369107,1.2185725314243231e-06
15000,0.019548381286253753,0.10850307990710195,0.13981552591273172,0.9256403382035981,1.1696837916510496e-06,0.02055519651514463,0.11191351407680433,0.14337083565057654,0.9271548645564451,1.2322033447242486e-06,0.018487955909315297,0.10655197807622187,0.13597042292099887,0.9342605669506925,1.2378152157106766e-06
20000,0.01856220378509891,0.10635168304219059,0.136243178857141,0.9276412136157259,1.1395652789639846e-06,0.01896746164557206,0.10830489353331349,0.13772240792831084,0.9313419098229633,1.2214660298813094e-06,0.016459891734627405,0.0999906155487495,0.12829610958492624,0.9394814250313338,1.2188363673917506e-06
35000,0.01431762041375756,0.08663577891649134,0.11965625940065802,0.944413598776624,1.1656224291212228e-06,0.008835922585831778,0.07183588385535414,0.09399958822160753,0.9679540849628567,1.260049759470751e-06,0.007775549972678764,0.06673944325500028,0.08817907899654409,0.9712150983758693,1.2499470263347783e-06
50000,0.012838079815318152,0.08470310752524071,0.11330525060789616,0.949766062360214,1.1506786227151476e-06,0.006898267145343747,0.06450348004595771,0.08305580741491679,0.9746815820669976,1.2591340389826355e-06,0.006017822797142918,0.059042430026315915,0.07757462727685463,0.9773222025529199,1.243326937762112e-06
