n_observations,bayesian_0_mse,bayesian_0_mae,bayesian_0_rmse,bayesian_0_correlation,bayesian_0_covariance,bayesian_1_mse,bayesian_1_mae,bayesian_1_rmse,bayesian_1_correlation,bayesian_1_covariance,bayesian_gridsearch_2_mse,bayesian_gridsearch_2_mae,bayesian_gridsearch_2_rmse,bayesian_gridsearch_2_correlation,bayesian_gridsearch_2_covariance,dirichlet_3_mse,dirichlet_3_mae,dirichlet_3_rmse,dirichlet_3_correlation,dirichlet_3_covariance,spatial_4_mse,spatial_4_mae,spatial_4_rmse,spatial_4_correlation,spatial_4_covariance
100,0.39479983685928405,0.47564939786761123,0.6283309930755319,0.4007509227816455,2.6377708519468856e-06,0.10835271912379586,0.26056211955481356,0.3291697421146055,0.5202676245868957,1.5098019505564763e-06,0.1324889072665716,0.2969822091741309,0.3639902571039115,-0.24777314759033695,-7.51826983514762e-09,0.28045955742098155,0.40480707633173996,0.529584325127719,0.2545556228957591,1.2069973743088596e-06,1.7120209573537077,1.0428264560030651,1.308442187241648,0.2688576276045687,3.5428996935510394e-06
250,0.23564777724117983,0.3808139513604963,0.48543565715878334,0.47028079100119147,2.4423166839184687e-06,0.1022799511380417,0.25770053708737806,0.3198123686445565,0.6063831246727104,2.103496817431068e-06,0.13089851959758597,0.2956030142891445,0.36179900441762686,0.26862715397312054,1.3973068001189366e-08,0.22677636160893166,0.37979312530882037,0.4762104173670833,0.3678624467293667,1.6747782065763866e-06,0.5011315975043192,0.5774973508686705,0.707906489237328,0.39533863183400303,2.9450618145608084e-06
500,0.21063813830938954,0.33627039246507856,0.45895330733026596,0.6367442674271705,3.6743160657069475e-06,0.07135519728278604,0.20952414746701753,0.2671239361846595,0.7175792078131891,2.411558755141654e-06,0.12936123063080535,0.29311219294338486,0.3596682229928095,0.5291171862424786,3.472941579594751e-08,0.19564152458550596,0.3365392485202257,0.44231383042530553,0.5511078446693075,2.792359421489739e-06,0.31653743629292214,0.4231994866491921,0.562616597953635,0.5776874249226572,3.8553357521382394e-06
750,0.2041750415123048,0.3496632322191985,0.45185732428755077,0.5779431774807521,3.088891556283105e-06,0.07943973492143419,0.2214245296708744,0.2818505542329732,0.6859421389219488,2.309417944269217e-06,0.12810300748305442,0.29192892985418345,0.35791480478328136,0.44346515320025476,5.294300643823111e-08,0.1773465158112884,0.33238789724880774,0.4211252970450581,0.5482341780109214,2.610138930664401e-06,0.2340857990687492,0.3781257060721452,0.4838241406428055,0.5725390501553894,3.272761517517257e-06
1000,0.1467801709106847,0.3036354183964532,0.3831190035885517,0.6188459738173921,2.884285437483669e-06,0.06281167534933849,0.1909677559437714,0.2506225754981751,0.7433461673132075,2.3905733704175413e-06,0.12940404416738666,0.2934265849876476,0.35972773616637715,0.43272431467561906,3.444552572488939e-08,0.12619049920534847,0.28328502926267535,0.35523302099516096,0.6303483786297287,2.7211496179527287e-06,0.15139609991130293,0.30821743460047546,0.389096517475167,0.6493397952451697,3.2117141525899857e-06
1500,0.11178006266899841,0.257013853936256,0.3343352548999259,0.7009585962570258,3.1683772290192775e-06,0.0523707692559246,0.1746569261895857,0.22884660638935547,0.7957472260486442,2.7182719062491143e-06,0.12868867502259432,0.29237938946035175,0.3587320379093486,0.4273737853429696,4.4648220454615653e-08,0.1167812680398282,0.268486948572558,0.34173274358748273,0.6540830088991422,2.7967798687857674e-06,0.12880645525919726,0.2772798675164726,0.3588961622241136,0.6724907324869941,3.1446197607846257e-06
2000,0.10556604778393333,0.24993770621133402,0.3249092916244984,0.7341168857608414,3.4050807235457593e-06,0.04508251666878422,0.1643735038672804,0.21232643893021005,0.8253852756495722,2.841365208207192e-06,0.12507553956865453,0.2881210977287568,0.3536602035409901,0.49579963558469325,9.675354803566298e-08,0.08220059102762355,0.22146353550386563,0.2867064544575576,0.7632232705429269,3.271692708007561e-06,0.09025801604547903,0.2323901877717229,0.3004297189784643,0.7737121588089272,3.558832864190387e-06
2500,0.0673170740086956,0.19858346319200093,0.259455341067968,0.7959999837116278,3.2962851869261225e-06,0.03593260631772244,0.14663265285418953,0.18955897846771183,0.8602996404442701,2.9465336910340884e-06,0.12407911624559448,0.2866578070831638,0.3522486568400148,0.4529434280990472,1.135788737156484e-07,0.07449105060813861,0.2130466743133656,0.2729304867693212,0.7754570945229742,3.2318312573903915e-06,0.07477989701360238,0.21345686274513673,0.2734591322548991,0.7927196418452656,3.4482043668676656e-06
3000,0.0551163564090812,0.18231315263219866,0.23476872962360468,0.8334718702348324,3.4323723513947285e-06,0.035094408719804626,0.14608353604329571,0.18733501733473276,0.8649068982144037,2.99742566995432e-06,0.12420972246032422,0.2865766975612523,0.3524339973105946,0.47739245942076414,1.1051685956010768e-07,0.055976400873499886,0.186904105943729,0.23659332381430354,0.8275270633319468,3.3758668827881642e-06,0.05265090783938234,0.18305632972483077,0.2294578563470476,0.8480084065227507,3.560973420725265e-06
3500,0.06525966833972305,0.1912936680311806,0.25545971960315594,0.8099395731489911,3.4190300071336354e-06,0.043434319039252385,0.16268715647854834,0.20840901861304464,0.8387954342251748,3.014357854494751e-06,0.12067584366790839,0.2828052459929284,0.347384288170764,0.4391598426295142,1.718283607673001e-07,0.054603935121742005,0.17889331241367387,0.2336748491424398,0.8266464230522028,3.3159228807369228e-06,0.0510705297776514,0.1745798622785848,0.2259878974141124,0.8452368577881643,3.46614289637623e-06
