n_observations,bayesian_0_mse,bayesian_0_mae,bayesian_0_rmse,bayesian_0_correlation,bayesian_0_covariance,bayesian_1_mse,bayesian_1_mae,bayesian_1_rmse,bayesian_1_correlation,bayesian_1_covariance,bayesian_gridsearch_2_mse,bayesian_gridsearch_2_mae,bayesian_gridsearch_2_rmse,bayesian_gridsearch_2_correlation,bayesian_gridsearch_2_covariance,dirichlet_3_mse,dirichlet_3_mae,dirichlet_3_rmse,dirichlet_3_correlation,dirichlet_3_covariance,spatial_4_mse,spatial_4_mae,spatial_4_rmse,spatial_4_correlation,spatial_4_covariance
100,0.5502978790383639,0.5584245322080132,0.7418206515313279,0.41944462207344485,8.284504416927926e-07,0.13313615672790294,0.2923691476245548,0.36487827659084193,0.5591233505601425,5.532314337142437e-07,0.11652631963924147,0.2729010903497805,0.34135951669646103,0.5947047706033074,5.649964612478721e-07,0.24315585527731254,0.3936389952871821,0.493108360583465,0.21313956544733897,2.1640452882763356e-07,3.0416559763909095,1.29247352383201,1.7440343965618652,0.2436185311664165,1.058259867964648e-06
250,0.39115622809960443,0.4586450418170906,0.6254248380897616,0.4191622879689034,6.929160071606998e-07,0.10969651729865906,0.2551683671116509,0.3312046456477612,0.5795461433381546,5.03422361885891e-07,0.09477484617339514,0.24616569922387482,0.30785523574140355,0.59701641767046,4.5683045499857275e-07,0.27176976629304,0.4152896243185026,0.5213154191974759,0.29619715036293287,3.557915222455591e-07,1.0720936692651626,0.8277455484536127,1.0354195619482773,0.33730674236455277,8.970067102002328e-07
500,0.27984597447110765,0.3960187961608351,0.5290047017476383,0.4795443246164704,6.915351997187943e-07,0.07420063946729773,0.21588439270421567,0.2723979432141471,0.6772688887645525,4.90064285923442e-07,0.07486372794299145,0.21848094156070214,0.2736123680373229,0.6701178074263746,4.709184304344795e-07,0.2598777715255126,0.41291501205241504,0.509782082389635,0.3922684091360269,5.003877342783802e-07,0.5529237368775825,0.5853568651221552,0.7435884190044802,0.4306180909001143,8.577741126148068e-07
750,0.22050737538052137,0.3620538946070088,0.4695821284722422,0.5958956908417224,8.420852471358077e-07,0.0965403316363861,0.2374820114302438,0.31070940062441965,0.6382866945385383,5.671517113819782e-07,0.07385970540328023,0.21351219401028246,0.271771421240866,0.7103004635696303,6.01696059590288e-07,0.22112706186568554,0.3666247614899807,0.47024149313484187,0.5022690469898267,6.46626572750837e-07,0.3799317907054424,0.4739077632360232,0.6163860727705018,0.5430555773472447,9.623098402298271e-07
1000,0.2125655401299489,0.3443364834000358,0.4610483056361328,0.48330505166994775,5.953321875109361e-07,0.07722420313762447,0.21176470530366645,0.2778924308750141,0.6694649820248064,5.01864156907324e-07,0.06792529269412222,0.2031475279191235,0.2606248121229485,0.702952300521868,4.937761168086143e-07,0.20305515295799212,0.3667834741913596,0.45061641443470757,0.45310616828484873,5.23723379218128e-07,0.2606523850135505,0.4049408067152061,0.5105412667097053,0.503121546006621,7.121513169754421e-07
1500,0.15532271914069176,0.3083140592093698,0.3941100343060194,0.6372444856310558,7.84129794095094e-07,0.06020668734663138,0.1874258104788673,0.24537051034431864,0.7544651733891302,6.064220871870538e-07,0.05789517220798825,0.18852530808002627,0.24061415629174493,0.7618674885849238,6.033153059717066e-07,0.18900654543448003,0.34515213008563433,0.43474883028535,0.5431512080876634,6.660520003854965e-07,0.21486367707575943,0.36517767558588726,0.46353390067583994,0.5951530738440041,8.292662121002963e-07
2000,0.11465667426999925,0.2595243573188673,0.3386099146067629,0.7247537225771945,8.610192839247185e-07,0.05500240240608771,0.17775958621525006,0.23452590988222966,0.7837271873106547,6.613067940881701e-07,0.057749222494366315,0.18265055736292923,0.24031067911011844,0.7721272475857304,6.488720980886766e-07,0.13558097722116108,0.2807018595298128,0.36821322249636973,0.6577786387012482,7.71985082960119e-07,0.14142050365890715,0.27996360862989417,0.3760591757408761,0.7038754357686202,9.007350775179994e-07
2500,0.10348661026093164,0.24826254870998635,0.3216933481763831,0.7275190462707626,8.227202035816361e-07,0.04488726707912568,0.15866268743676865,0.21186615368936512,0.825553868528005,7.059594514598962e-07,0.04523346042979139,0.16130530271330248,0.21268159400801798,0.8227591093385194,6.966244673045148e-07,0.11584062733453877,0.26856584185927,0.34035367977229036,0.7005743758060722,8.047501317199324e-07,0.11285446647784769,0.26350285297267617,0.33593818847795154,0.7453667979922844,9.075626252284321e-07
3000,0.08361167614357651,0.2226050490415545,0.2891568365845368,0.7398711045150784,7.574164501099085e-07,0.043615684667913754,0.15856614395301472,0.20884368476904863,0.8265565369812642,6.858498273869776e-07,0.03987271778256761,0.15733083003262485,0.19968154091594847,0.8369770532487839,6.553504497489184e-07,0.10133663234293575,0.2467165302333082,0.3183341520210104,0.7081269829053594,7.633358289539587e-07,0.09268430318124908,0.23227638389380437,0.3044409683029685,0.7528733587546327,8.40975183260233e-07
3500,0.08209279552616137,0.2159166893850806,0.2865184034685405,0.7422408098030419,7.551952869472179e-07,0.04974462161463812,0.1656492972667813,0.2230350232914959,0.8027343289989483,6.69634953015743e-07,0.044438147301410665,0.1623157236823792,0.21080357516278198,0.8247099538856686,6.922160022254505e-07,0.09517277756645026,0.24066094107892788,0.3085008550497879,0.7115163461595041,7.428417195117058e-07,0.08252699243891526,0.22148945293765943,0.28727511628909885,0.761293511414783,8.118410789445857e-07
